filename,filesize,modified,errors,sha1,namespace,id,format,version,mime,basis,warning
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_25A9839.TIF,134384571,2018-04-20T15:25:28-04:00,,91a8183c855e4b222a1b118fcf8d156a545bb445,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_25A9858.TIF,128200954,2018-04-20T15:25:28-04:00,,fe09c2ed15d1690d639f38d0ce9b0b96996b0571,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_25A9862.TIF,125931033,2018-04-20T15:25:28-04:00,,b5ac85fe38154f2fde5784a2bcd2d4ca6d40e57d,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_25A9929.TIF,133574177,2018-04-20T15:25:28-04:00,,f556c99aa50b1851bca4f1d8b7d3f5c5d9a481a3,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_25A9940.TIF,120046383,2018-04-20T15:25:28-04:00,,5004fab555342891b5677df27fe7ce6c9bf6466a,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_25A9945A.TIF,119248495,2018-04-20T15:25:28-04:00,,de4c1c365dd9d7bb00a2328539d81586267993fe,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_25A9973.TIF,124422228,2018-04-20T15:25:28-04:00,,1ab2d12e7879dd3bbe4e23e734634423522ce0c1,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_25A9989.TIF,124652040,2018-04-20T15:25:28-04:00,,b290e29deae406df41ad5f13d244f65d41ca05c9,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_DSF2346.TIF,128065192,2018-04-20T15:25:28-04:00,,dd776cd574b3ff460ec43b9b239742f0284cabb5,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_DSF2358.TIF,137491937,2018-04-20T15:25:28-04:00,,cb11ed88eedde23e0fd67cc185aaed902a286a93,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_0717.TIF,85436499,2018-04-20T15:25:28-04:00,,fbd31a13d2193cac704b52c20f1237213e6108f1,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_0771.TIF,101440158,2018-04-20T15:25:28-04:00,,260fdda011bfd561fef8624a2d1e5d362a54a456,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_0804.TIF,106444873,2018-04-20T15:25:28-04:00,,b7e6deae4031cc564bed75b06f17fc88f28a999b,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_0833A.TIF,107520353,2018-04-20T15:25:28-04:00,,b2ebeba5032fc56e8d857e09e305026c04454f89,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_0865.TIF,46167817,2018-04-20T15:25:28-04:00,,6ef62d8ae5b2e625b348f29039e417187aeaa89b,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_0900.TIF,98086986,2018-04-20T15:25:28-04:00,,5183eb091a8f7e6788fd71526ec1edb9a3fefabf,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_0915.TIF,104807371,2018-04-20T15:25:28-04:00,,8436f10e3d02a6cb1f486f44bc753e6bf54bed90,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_0933.TIF,95925302,2018-04-20T15:25:28-04:00,,cb4e1396c07c28f46e8c7930405759fc092f3c20,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_0995.TIF,107524298,2018-04-20T15:25:28-04:00,,38641d66668a862ee323a94dcbae8460b6cd73aa,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1168A.TIF,89749114,2018-04-20T15:25:28-04:00,,bd086fd2ee15691cf4c0656a0c93ffe5b1671b5f,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1189B.TIF,107520719,2018-04-20T15:25:28-04:00,,91b08da323ec4b775ea9d57b55bb1c79334dc223,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1199.TIF,106257806,2018-04-20T15:25:28-04:00,,5fef4949fca60bd7fbf7725d183f908729cf425d,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1220.TIF,107523604,2018-04-20T15:25:28-04:00,,f4f3f7fd6e57447defb3462d974dcacfb344981b,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1241.TIF,107644242,2018-04-20T15:25:28-04:00,,cb0d76ba0c5f447005c0066adb43ff7f5b61dc83,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1243.TIF,102321598,2018-04-20T15:25:28-04:00,,994861580a80d4056392b1f819b2190475490947,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1248.TIF,107524936,2018-04-20T15:25:28-04:00,,29dfaf2f93989cfcd4e7129594a212ff88f1a28c,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1268.TIF,104896225,2018-04-20T15:25:28-04:00,,a213c4d8b896970c1474635a9d8b20d6ef786cc4,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1286.TIF,103456447,2018-04-20T15:25:28-04:00,,01fbbb222623cecb04e2b5d473d6dc48c9536898,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1290.TIF,107644234,2018-04-20T15:25:28-04:00,,8bd70afa3e1bee08ef8b823330cb1ffd667a6ab6,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1308.TIF,96124749,2018-04-20T15:25:28-04:00,,5c55435a21d04627d43eae7fbbf8ae208ab76785,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1318.TIF,107524150,2018-04-20T15:25:28-04:00,,b4f03d18de09e54ba61314028ad6d6c3c8caf2a5,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1367.TIF,105554230,2018-04-20T15:25:28-04:00,,dd1f7bb6dd5bedece9a85927226ca0e1c2a1378d,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1381.TIF,86237693,2018-04-20T15:25:28-04:00,,83d4843180919b8b35ed76cdc2ef2bfdcbd2727a,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1400.TIF,107526972,2018-04-20T15:25:28-04:00,,1d67e8cb968ab93163249cf93cba1a4dc225852f,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1410.TIF,107646071,2018-04-20T15:25:28-04:00,,c281a51e98cb7d95636dbfd84eb329c5bcbda356,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1429.TIF,96143838,2018-04-20T15:25:28-04:00,,0cc99503194f918c81fd6f9426c062bff457b73c,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1442.TIF,106096365,2018-04-20T15:25:28-04:00,,aad5b1e51995c920951b3653dc92a204a090992d,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1456.TIF,107522567,2018-04-20T15:25:28-04:00,,ed95048d1c3c88d9101b6cbe04e2d49c7549845b,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1496A.TIF,107644261,2018-04-20T15:25:28-04:00,,f7b3949d4486bf6c5dc8d780c1f4a3f32d3b99e1,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1504.TIF,100618094,2018-04-20T15:25:28-04:00,,580cc2394a3ce7855632353187e295d429bd7a88,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1522.TIF,107644278,2018-04-20T15:25:28-04:00,,90bbf99505a57bc526f4024e108b23cdae87be6c,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1534A.TIF,107644261,2018-04-20T15:25:28-04:00,,189a1df7fef66a966cbfc6bb61f572cc47898d8e,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1544.TIF,107522080,2018-04-20T15:25:28-04:00,,3f4573c2de526afb3969e4492f21a06586feb454,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1581.TIF,102691898,2018-04-20T15:25:28-04:00,,1484dbdf76a421773c574d137a217dcca5b4ff27,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1592A.TIF,93119488,2018-04-20T15:25:28-04:00,,2c821756c4d8cc6bf578834ef0434d5fb00e9bb1,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1598.TIF,107644263,2018-04-20T15:25:28-04:00,,9382b7881a144594f2b766ab982469dcc6f064ba,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1650.TIF,102363295,2018-04-20T15:25:28-04:00,,20dbd31a81669090a7554499494c0d301f98c682,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1664.TIF,75176531,2018-04-20T15:25:28-04:00,,f7cc09ed38e63e68d68a7ccc8591f79e5623b34f,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1695A.TIF,98873913,2018-04-20T15:25:28-04:00,,b489d45080a843b9721b4742dbd3bc5ceb8303ee,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1784A.TIF,100929278,2018-04-20T15:25:28-04:00,,40d9520b557bcd6ef9189618431b390931331e56,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
/d/acquisitions/2018-0034/objects/aquarius-mission/TIFF/_ZL_1805.TIF,100678248,2018-04-20T15:25:28-04:00,,de7cc2d062191fb866e292277b4eac9311f2a4da,pronom,fmt/353,Tagged Image File Format,,image/tiff,"extension match tif; byte match at 0, 4 (signature 1/2)",
